article1,article2,similarity 
035.txt,107.txt,0.0105297204425476
035.txt,108.txt,0.0116239417643615
035.txt,109.txt,0.0051705193851364
035.txt,110.txt,0.0096372200883258
035.txt,111.txt,0.1225542343645017
035.txt,112.txt,0.0154285736805252
035.txt,113.txt,0.0161765620055409
035.txt,114.txt,0.0230223132487703
035.txt,115.txt,0.0191477228613464
035.txt,116.txt,0.0174646594452663
035.txt,117.txt,0.0077332040691367
035.txt,118.txt,0.0237887724880252
035.txt,119.txt,0.0498124660324533
035.txt,120.txt,0.005006348338137
035.txt,121.txt,0.0274952546261311
035.txt,122.txt,0.0249131725531448
035.txt,123.txt,0.0195029159613441
035.txt,124.txt,0.0275596980566921
035.txt,125.txt,0.03054340629794
035.txt,126.txt,0.0064406596151154
035.txt,127.txt,0.0149906769102832
035.txt,128.txt,0.0226099379255328
035.txt,129.txt,0.0200924820473367
035.txt,130.txt,0.0075484433292298
035.txt,131.txt,0.0361733895605832
035.txt,132.txt,0.0565519789305826
035.txt,133.txt,0.0211333037975632
035.txt,134.txt,0.0267972110500439
035.txt,135.txt,0.0168565881769553
035.txt,136.txt,0.0320593071378988
035.txt,137.txt,0.0372609590424288
035.txt,138.txt,0.0534941252100744
035.txt,139.txt,0.0246068978461384
035.txt,140.txt,0.0249026924234584
035.txt,141.txt,0.0334447053222665
035.txt,142.txt,0.018337831850285
035.txt,143.txt,0.0154489747901089
035.txt,144.txt,0.017595224879104
035.txt,145.txt,0.0132315102518444
035.txt,146.txt,0.0403594936215735
035.txt,147.txt,0.0274358816426702
035.txt,148.txt,0.0167417361725217
035.txt,149.txt,0.0116422487194779
035.txt,150.txt,0.0158553546648937
035.txt,151.txt,0.01827268674891
035.txt,152.txt,0.0168591073116204
035.txt,153.txt,0.035972244634448
035.txt,154.txt,0.0225556943879832
035.txt,155.txt,0.0292893195872089
035.txt,156.txt,0.0320572037364642
035.txt,157.txt,0.0144871518305628
035.txt,158.txt,0.0264559038394105
035.txt,159.txt,0.0291062120397599
035.txt,160.txt,0.0140043165629352
035.txt,161.txt,0.0264559038394105
035.txt,162.txt,0.026289618886997
035.txt,163.txt,0.0116497187007058
035.txt,164.txt,0.0116497187007058
035.txt,165.txt,0.0179424627274351
035.txt,166.txt,0.0517278521065743
035.txt,167.txt,0.0053308680047672
035.txt,168.txt,0.0227638993812491
035.txt,169.txt,0.0142460658775778
035.txt,170.txt,0.0349905907448204
035.txt,171.txt,0.0182756686502676
035.txt,172.txt,0.0132706463326548
035.txt,173.txt,0.0148827503745832
035.txt,174.txt,0.0210109949514936
035.txt,175.txt,0.0307976169448651
035.txt,176.txt,0.016653393148124
035.txt,177.txt,0.0074514992748807
035.txt,178.txt,0.0150080482835149
035.txt,179.txt,0.0723305105719355
035.txt,180.txt,0.0185871361992778
035.txt,181.txt,0.0088052993601562
035.txt,182.txt,0.0219136651855259
035.txt,183.txt,0.0319214082284054
035.txt,184.txt,0.0126591462385754
035.txt,185.txt,0.0170618018544432
035.txt,186.txt,0.0268002496394883
035.txt,187.txt,0.0374643066220026
035.txt,188.txt,0.0689678920983336
035.txt,189.txt,0.0304051881507751
035.txt,190.txt,0.0288695352056687
035.txt,191.txt,0.0171143769628875
035.txt,192.txt,0.0185864584598902
035.txt,193.txt,0.028499203729647
035.txt,194.txt,0.1022019401621141
035.txt,195.txt,0.0375230730841339
035.txt,196.txt,0.0246019939567149
035.txt,197.txt,0.0132274560387594
035.txt,198.txt,0.0183913506758646
035.txt,199.txt,0.0226478374766284
035.txt,200.txt,0.0300093437613882
035.txt,201.txt,0.0151436103219526
035.txt,202.txt,0.0401722940403151
035.txt,203.txt,0.0249508011155861
035.txt,204.txt,0.0279580798646626
035.txt,205.txt,0.0323243730265746
035.txt,206.txt,0.016522774414457
035.txt,207.txt,0.0823239082179207
035.txt,208.txt,0.0349499471371339
035.txt,209.txt,0.0272028343774845
035.txt,210.txt,0.0250657213540361
035.txt,211.txt,0.0293958394949164
035.txt,212.txt,0.0298889984977149
035.txt,213.txt,0.0222849594031529
035.txt,214.txt,0.0195987713156439
035.txt,215.txt,0.0222923967017132
035.txt,216.txt,0.0288980348471906
035.txt,217.txt,0.0166264276703931
035.txt,218.txt,0.0107885136764699
035.txt,219.txt,0.0132965189122287
035.txt,220.txt,0.0199133071570532
035.txt,221.txt,0.0454724438601586
035.txt,222.txt,0.0127645187520304
035.txt,223.txt,0.0210052479500207
035.txt,224.txt,0.0191915713426511
035.txt,225.txt,0.0124829882163027
035.txt,226.txt,0.016460508485288
035.txt,227.txt,0.0143870511867614
035.txt,228.txt,0.0166288455730079
035.txt,229.txt,0.0224881818821535
035.txt,230.txt,0.0046911863242589
035.txt,231.txt,0.0057446405538346
035.txt,232.txt,0.0323395988686784
035.txt,233.txt,0.0746670318569428
035.txt,234.txt,0.0162248089479502
035.txt,235.txt,0.0224042850574524
035.txt,236.txt,0.0192572447929606
035.txt,237.txt,0.0142211140755161
035.txt,238.txt,0.0212359321983118
035.txt,239.txt,0.0263689770375733
035.txt,240.txt,0.0087141655534247
035.txt,241.txt,0.0143001174106905
035.txt,242.txt,0.0228107809528318
035.txt,243.txt,0.0265486879028106
035.txt,244.txt,0.0223930740309917
035.txt,245.txt,0.0203828945313361
035.txt,246.txt,0.0362068486422254
035.txt,247.txt,0.0299928658266987
035.txt,248.txt,0.0143337799459776
035.txt,249.txt,0.0227541910972577
035.txt,250.txt,0.0197688127206543
035.txt,251.txt,0.0233828971866816
035.txt,252.txt,0.0164145375352413
035.txt,253.txt,0.0166687638938011
035.txt,254.txt,0.0308002133765478
035.txt,255.txt,0.0461858471361411
035.txt,256.txt,0.0137640905231276
035.txt,257.txt,0.035529165053034
035.txt,258.txt,0.0098074368566345
035.txt,259.txt,0.0134353542250565
035.txt,260.txt,0.0220384577063467
035.txt,261.txt,0.0156481275243176
035.txt,262.txt,0.0590945927573508
035.txt,263.txt,0.0203346863365982
035.txt,264.txt,0.0277070260601991
036.txt,037.txt,0.0258306678259121
036.txt,038.txt,0.0286611875689231
036.txt,039.txt,0.0349190777340321
036.txt,040.txt,0.005448977659676
036.txt,041.txt,0.0136909003396048
036.txt,042.txt,0.026827327753648
036.txt,043.txt,0.0463226037188971
036.txt,044.txt,0.0460826093896942
036.txt,045.txt,0.0212523881496384
036.txt,046.txt,0.0427562216674805
036.txt,047.txt,0.0393087918020831
036.txt,048.txt,0.0626740492055995
036.txt,049.txt,0.0174363396915113
036.txt,050.txt,0.0451759610261935
036.txt,051.txt,0.0313358361279331
036.txt,052.txt,0.0315136451396054
036.txt,053.txt,0.0454618248698729
036.txt,054.txt,0.0225225108125822
036.txt,055.txt,0.0196505123922514
036.txt,056.txt,0.0446623430915454
036.txt,057.txt,0.0228509227420596
036.txt,058.txt,0.0637131139138497
036.txt,059.txt,0.0267585120631012
036.txt,060.txt,0.0322899684556826
036.txt,061.txt,0.0529318765924166
036.txt,062.txt,0.0596903911764457
036.txt,063.txt,0.0377235097442312
036.txt,064.txt,0.0321132365210389
036.txt,065.txt,0.0411373165682671
036.txt,066.txt,0.0476702661834514
036.txt,067.txt,0.0275665987576069
036.txt,068.txt,0.0135590544857479
036.txt,069.txt,0.0152026286345397
036.txt,070.txt,0.0243240416637871
036.txt,071.txt,0.0169956320568061
036.txt,072.txt,0.043154800162574
036.txt,073.txt,0.0330272399591708
036.txt,074.txt,0.0570976320810519
036.txt,075.txt,0.0370262206806893
036.txt,076.txt,0.0355669615919339
036.txt,077.txt,0.0244334389234987
036.txt,078.txt,0.0571531862493381
036.txt,079.txt,0.0376970958634099
036.txt,080.txt,0.0282916710752156
036.txt,081.txt,0.0049315111372767
036.txt,082.txt,0.0552599385310994
036.txt,083.txt,0.037855640154942
036.txt,084.txt,0.0131660957729551
036.txt,085.txt,0.0552387575112366
036.txt,086.txt,0.0549427923311993
036.txt,087.txt,0.0538376353247951
036.txt,088.txt,0.0538376353247951
036.txt,089.txt,0.0327518088611086
036.txt,090.txt,0.0324887447372735
036.txt,091.txt,0.0495908745465656
036.txt,092.txt,0.0261723477528823
036.txt,093.txt,0.0475312810015945
036.txt,094.txt,0.0491023966464426
036.txt,095.txt,0.0848385375946337
036.txt,096.txt,0.0122423357649373
036.txt,097.txt,0.031543135533979
036.txt,098.txt,0.0561136233020188
036.txt,099.txt,0.0278783048852396
036.txt,100.txt,0.019197273254147
036.txt,101.txt,0.0910761360802524
036.txt,102.txt,0.0213799331088799
036.txt,103.txt,0.0638245772236709
036.txt,104.txt,0.0487242665073856
036.txt,105.txt,0.0135282515770022
036.txt,106.txt,0.0545977352770081
036.txt,107.txt,0.0491687723560757
036.txt,108.txt,0.0303537164133915
036.txt,109.txt,0.0124739440534212
036.txt,110.txt,0.0381281239806376
036.txt,111.txt,0.0684554653253167
036.txt,112.txt,0.0285980769475497
036.txt,113.txt,0.0239483856649424
036.txt,114.txt,0.0648550075013845
036.txt,115.txt,0.0194462700793054
036.txt,116.txt,0.0456227974703133
036.txt,117.txt,0.0412211908767152
036.txt,118.txt,0.0388094914670109
036.txt,119.txt,0.0480185617142073
036.txt,120.txt,0.0080076275376422
036.txt,121.txt,0.0312359832603834
036.txt,122.txt,0.0125215334937592
036.txt,123.txt,0.07553527978113
036.txt,124.txt,0.0641664112712832
036.txt,125.txt,0.0279115556685462
036.txt,126.txt,0.0262867471287757
036.txt,127.txt,0.0412474187258891
036.txt,128.txt,0.0608123541944447
036.txt,129.txt,0.0462761387716759
036.txt,130.txt,0.0203089244501854
036.txt,131.txt,0.0042624008427604
036.txt,132.txt,0.0331308697407712
036.txt,133.txt,0.0540654309979418
036.txt,134.txt,0.0307593953917263
036.txt,135.txt,0.0413124822527409
036.txt,136.txt,0.0249937161787787
036.txt,137.txt,0.0480364150046146
036.txt,138.txt,0.0358807977172815
036.txt,139.txt,0.0584823631145835
036.txt,140.txt,0.0128565192585283
036.txt,141.txt,0.0445747919264836
036.txt,142.txt,0.0580799622391005
036.txt,143.txt,0.0176712774499378
036.txt,144.txt,0.0324640785573534
036.txt,145.txt,0.0301270012222701
036.txt,146.txt,0.012358100688241
036.txt,147.txt,0.0401798486367247
036.txt,148.txt,0.0406000239125436
036.txt,149.txt,0.0541142042084463
036.txt,150.txt,0.0458507795292429
036.txt,151.txt,0.0323277335108381
036.txt,152.txt,0.0209265801258269
036.txt,153.txt,0.0553476309288423
036.txt,154.txt,0.0591344055550991
036.txt,155.txt,0.030584431284567
036.txt,156.txt,0.062765922257885
036.txt,157.txt,0.0273479627504957
036.txt,158.txt,0.042306629311058
036.txt,159.txt,0.0721683439765548
036.txt,160.txt,0.0670988256433604
036.txt,161.txt,0.042306629311058
036.txt,162.txt,0.094924795574664
036.txt,163.txt,0.0124067957761281
036.txt,164.txt,0.0124067957761281
036.txt,165.txt,0.016335633810601
036.txt,166.txt,0.0322899487129728
036.txt,167.txt,0.0260809226120427
036.txt,168.txt,0.0636920674962846
036.txt,169.txt,0.0135590544857479
036.txt,170.txt,0.0415114398745066
036.txt,171.txt,0.0747500603638685
036.txt,172.txt,0.0346166923946635
036.txt,173.txt,0.0428865863066371
036.txt,174.txt,0.0094824330752367
036.txt,175.txt,0.0056733107809895
036.txt,176.txt,0.0375245814311039
036.txt,177.txt,0.024496850897501
036.txt,178.txt,0.0465583560341979
036.txt,179.txt,0.0603164855488725
036.txt,180.txt,0.0630707536462538
036.txt,181.txt,0.0554939134182997
036.txt,182.txt,0.0376996467197275
036.txt,183.txt,0.0385848355345744
036.txt,184.txt,0.0312327391019026
036.txt,185.txt,0.0331081951000256
036.txt,186.txt,0.0391786180289472
036.txt,187.txt,0.0446851266505914
036.txt,188.txt,0.0335111306805704
036.txt,189.txt,0.0541172150588874
036.txt,190.txt,0.0337587335132756
036.txt,191.txt,0.0339662505004855
036.txt,192.txt,0.0357715825625527
036.txt,193.txt,0.0381327197908308
036.txt,194.txt,0.0555154661830794
036.txt,195.txt,0.0410503643166482
036.txt,196.txt,0.0346902000375843
036.txt,197.txt,0.021263602809016
036.txt,198.txt,0.0598236920853902
036.txt,199.txt,0.0416274715845505
036.txt,200.txt,0.0707573430392606
036.txt,201.txt,0.0372845870862107
036.txt,202.txt,0.0417106722117272
036.txt,203.txt,0.0433310427754529
036.txt,204.txt,0.0758108697321226
036.txt,205.txt,0.0487799641093364
036.txt,206.txt,0.0293540394952672
036.txt,207.txt,0.038086115368339
036.txt,208.txt,0.0222478773415895
036.txt,209.txt,0.0564415753759651
036.txt,210.txt,0.0568043772599842
036.txt,211.txt,0.0252539149638095
036.txt,212.txt,0.0568139884210723
036.txt,213.txt,0.0424580802720174
036.txt,214.txt,0.0369442242570276
036.txt,215.txt,0.0441931665300891
036.txt,216.txt,0.0328446624671731
036.txt,217.txt,0.0271667743119959
036.txt,218.txt,0.0383514955176768
036.txt,219.txt,0.0127101432890796
036.txt,220.txt,0.0414908317552008
036.txt,221.txt,0.059402797243771
036.txt,222.txt,0.0167619998857724
036.txt,223.txt,0.0384103972493219
036.txt,224.txt,0.0334468799901502
036.txt,225.txt,0.0541768730737489
036.txt,226.txt,0.039370617916454
036.txt,227.txt,0.0230610218722288
036.txt,228.txt,0.045140268877327
036.txt,229.txt,0.0653027010267514
036.txt,230.txt,0.0599248515041241
036.txt,231.txt,0.0332369686853216
036.txt,232.txt,0.0488335838720355
036.txt,233.txt,0.0452103214305616
036.txt,234.txt,0.0173249175459826
036.txt,235.txt,0.0269341213124181
036.txt,236.txt,0.0446064809618265
036.txt,237.txt,0.0408503823090856
036.txt,238.txt,0.0486146146183752
036.txt,239.txt,0.0766152128532501
036.txt,240.txt,0.0383728849420148
036.txt,241.txt,0.0950371824505363
036.txt,242.txt,0.0478128408145595
036.txt,243.txt,0.0294135280816048
036.txt,244.txt,0.0533553695332093
036.txt,245.txt,0.0161407063913443
036.txt,246.txt,0.0200657527360726
036.txt,247.txt,0.0463405093343494
036.txt,248.txt,0.0323118944945217
036.txt,249.txt,0.0210111098663917
036.txt,250.txt,0.0554504975542684
036.txt,251.txt,0.0707437743741314
036.txt,252.txt,0.0551088065996957
036.txt,253.txt,0.0132790923316288
036.txt,254.txt,0.0496812583978093
036.txt,255.txt,0.0263592537891519
036.txt,256.txt,0.0250170876729614
036.txt,257.txt,0.0316167488061524
036.txt,258.txt,0.0559123797684501
036.txt,259.txt,0.0161206639297888
036.txt,260.txt,0.0115895487789523
036.txt,261.txt,0.0124092096206633
036.txt,262.txt,0.036880080971139
036.txt,263.txt,0.0395250863647488
036.txt,264.txt,0.0278723421266107
037.txt,038.txt,0.0771805443626122
037.txt,039.txt,0.0475800764669635
037.txt,040.txt,0.0106264818192514
037.txt,041.txt,0.0533895000703094
037.txt,042.txt,0.041286737216904
037.txt,043.txt,0.0279604811769554
037.txt,044.txt,0.0313784964334855
037.txt,045.txt,0.0145429218377538
037.txt,046.txt,0.0427447333042714
037.txt,047.txt,0.0243551624853462
037.txt,048.txt,0.0440927744689946
037.txt,049.txt,0.018131036526337
037.txt,050.txt,0.0529774452531475
037.txt,051.txt,0.0395519051701492
037.txt,052.txt,0.0086527130859385
037.txt,053.txt,0.0310543809480134
037.txt,054.txt,0.0178184971119953
037.txt,055.txt,0.0316721023912114
037.txt,056.txt,0.0442358828664698
037.txt,057.txt,0.041149433468008
037.txt,058.txt,0.053701171357327
037.txt,059.txt,0.0280535488534333
037.txt,060.txt,0.0380158603282567
037.txt,061.txt,0.027975586692354
037.txt,062.txt,0.0408786484865884
037.txt,063.txt,0.0198488729655891
037.txt,064.txt,0.0373164610507727
037.txt,065.txt,0.0722559747582938
037.txt,066.txt,0.0165412079742419
037.txt,067.txt,0.0685129594593675
037.txt,068.txt,0.0093681596868873
037.txt,069.txt,0.0105364284103221
037.txt,070.txt,0.0342949148496301
037.txt,071.txt,0.0269941992559752
037.txt,072.txt,0.0357878300200899
037.txt,073.txt,0.0260742296385942
037.txt,074.txt,0.0320324393271269
037.txt,075.txt,0.0544925772582439
037.txt,076.txt,0.0393237274998203
037.txt,077.txt,0.0450683246553675
037.txt,078.txt,0.0324678527462379
037.txt,079.txt,0.0203221543042414
037.txt,080.txt,0.0474759819758779
037.txt,081.txt,0.0138130824723525
037.txt,082.txt,0.0399793453051557
037.txt,083.txt,0.0322473448665723
037.txt,084.txt,0.0232718034443492
037.txt,085.txt,0.0619109078171979
037.txt,086.txt,0.0455558578221747
037.txt,087.txt,0.0477183669596864
037.txt,088.txt,0.0477183669596864
037.txt,089.txt,0.0490667101580133
037.txt,090.txt,0.0347576384931404
037.txt,091.txt,0.0436898199805091
037.txt,092.txt,0.0327699627371782
037.txt,093.txt,0.0136737826514029
037.txt,094.txt,0.0211435484779002
037.txt,095.txt,0.0212045526369592
037.txt,096.txt,0.0137396577171608
037.txt,097.txt,0.0133959876069035
037.txt,098.txt,0.0412204844872658
037.txt,099.txt,0.043229320787234
037.txt,100.txt,0.0348783061182189
037.txt,101.txt,0.0366339677597296
037.txt,102.txt,0.0411458126090671
037.txt,103.txt,0.0540873879472462
037.txt,104.txt,0.0279464340692129
037.txt,105.txt,0.0301196655751504
037.txt,106.txt,0.0257465660843931
037.txt,107.txt,0.0310146154291327
037.txt,108.txt,0.045964101792504
037.txt,109.txt,0.0175220473835489
037.txt,110.txt,0.0331971805939044
037.txt,111.txt,0.0334890274110071
037.txt,112.txt,0.0431946603982128
037.txt,113.txt,0.0335381087998103
037.txt,114.txt,0.0245110953482473
037.txt,115.txt,0.0271714835156465
037.txt,116.txt,0.0279585159401208
037.txt,117.txt,0.044910813874423
037.txt,118.txt,0.0379181449797903
037.txt,119.txt,0.0302173144279215
037.txt,120.txt,0.0027618446513106
037.txt,121.txt,0.0193887938419754
037.txt,122.txt,0.0333431333061286
037.txt,123.txt,0.0258804862400181
037.txt,124.txt,0.0322536884598551
037.txt,125.txt,0.0121243378132211
037.txt,126.txt,0.0331034416576334
037.txt,127.txt,0.042905901999488
037.txt,128.txt,0.042195690729843
037.txt,129.txt,0.0296177433611007
037.txt,130.txt,0.0055522192458458
037.txt,131.txt,0.0
037.txt,132.txt,0.030391474083834
037.txt,133.txt,0.0415476640942142
037.txt,134.txt,0.0283341944823325
037.txt,135.txt,0.0219256865213741
037.txt,136.txt,0.0197342814467788
037.txt,137.txt,0.0296426220252224
037.txt,138.txt,0.032794710801492
037.txt,139.txt,0.0310218636863359
037.txt,140.txt,0.0157277677635693
037.txt,141.txt,0.0327639405479926
037.txt,142.txt,0.0201588877886148
037.txt,143.txt,0.0222790549443484
037.txt,144.txt,0.0280618923008809
037.txt,145.txt,0.0373558823797407
037.txt,146.txt,0.0173690853216324
037.txt,147.txt,0.0397207218722479
037.txt,148.txt,0.02074376333234
037.txt,149.txt,0.0438770034114457
037.txt,150.txt,0.0362628474097898
037.txt,151.txt,0.0352651685810413
037.txt,152.txt,0.0164463904568196
037.txt,153.txt,0.0232326802174502
037.txt,154.txt,0.0459827207465033
037.txt,155.txt,0.0395695763287295
037.txt,156.txt,0.0430001780455998
037.txt,157.txt,0.0435927312772753
037.txt,158.txt,0.0129432715208645
037.txt,159.txt,0.0298919094303699
037.txt,160.txt,0.0509575636418137
037.txt,161.txt,0.0129432715208645
037.txt,162.txt,0.0217011964477542
037.txt,163.txt,0.0172886658484999
037.txt,164.txt,0.0172886658484999
037.txt,165.txt,0.014148389188544
037.txt,166.txt,0.0594789371029615
037.txt,167.txt,0.0460716485456534
037.txt,168.txt,0.0286542206012642
037.txt,169.txt,0.0458915590742341
037.txt,170.txt,0.0406339404953157
037.txt,171.txt,0.0322689909383453
037.txt,172.txt,0.0208271940731693
037.txt,173.txt,0.0539722328093935
037.txt,174.txt,0.0109270947315059
037.txt,175.txt,0.0118929421377897
037.txt,176.txt,0.0256846477721958
037.txt,177.txt,0.0082459647679311
037.txt,178.txt,0.0343589321131793
037.txt,179.txt,0.0336153289455707
037.txt,180.txt,0.0432434711847058
037.txt,181.txt,0.0382948647318924
037.txt,182.txt,0.0295688858046745
037.txt,183.txt,0.015535108932066
037.txt,184.txt,0.0139941629571462
037.txt,185.txt,0.0189115497382529
037.txt,186.txt,0.0325805855112261
037.txt,187.txt,0.0253013172430192
037.txt,188.txt,0.0197070828831472
037.txt,189.txt,0.0336791187232674
037.txt,190.txt,0.03866607658111
037.txt,191.txt,0.0685115681445967
037.txt,192.txt,0.0244520236630122
037.txt,193.txt,0.0199301376738804
037.txt,194.txt,0.0394327194860649
037.txt,195.txt,0.0060930944651108
037.txt,196.txt,0.048445804828641
037.txt,197.txt,0.0230909861994946
037.txt,198.txt,0.0403509207603663
037.txt,199.txt,0.0332293071196353
037.txt,200.txt,0.0483595612962779
037.txt,201.txt,0.0299115688147799
037.txt,202.txt,0.0428904256294652
037.txt,203.txt,0.0207697269781649
037.txt,204.txt,0.0281252660569863
037.txt,205.txt,0.0317735611733032
037.txt,206.txt,0.033823982683995
037.txt,207.txt,0.0388145533365858
037.txt,208.txt,0.017687239602585
037.txt,209.txt,0.0316450972937669
037.txt,210.txt,0.0313433298795344
037.txt,211.txt,0.0527518356800782
037.txt,212.txt,0.0230979641455746
037.txt,213.txt,0.0343489883343479
037.txt,214.txt,0.0132679462763024
037.txt,215.txt,0.0203684370852495
037.txt,216.txt,0.0583426818285937
037.txt,217.txt,0.0420924910572672
037.txt,218.txt,0.028496609111117
037.txt,219.txt,0.0102478783820428
037.txt,220.txt,0.0057999433842603
037.txt,221.txt,0.0750950854027158
037.txt,222.txt,0.0128793172150995
037.txt,223.txt,0.0336277690676978
037.txt,224.txt,0.0296353409681706
037.txt,225.txt,0.0372342402320774
037.txt,226.txt,0.050807005115184
037.txt,227.txt,0.0231085210908517
037.txt,228.txt,0.0408464435999577
037.txt,229.txt,0.0604717883200866
037.txt,230.txt,0.0326832466494926
037.txt,231.txt,0.0246051310515158
037.txt,232.txt,0.0427765193879917
037.txt,233.txt,0.0201835170400793
037.txt,234.txt,0.0370875613319575
037.txt,235.txt,0.0344549743933745
037.txt,236.txt,0.0140772407937332
037.txt,237.txt,0.0491852074817975
037.txt,238.txt,0.0343483070000313
037.txt,239.txt,0.0349387901219091
037.txt,240.txt,0.0436474379880338
037.txt,241.txt,0.0321860707196793
037.txt,242.txt,0.0322951923788303
037.txt,243.txt,0.0178371707791362
037.txt,244.txt,0.0220533528451694
037.txt,245.txt,0.0179382305157228
037.txt,246.txt,0.0049308470181981
037.txt,247.txt,0.0253006806093426
037.txt,248.txt,0.0439922752746119
037.txt,249.txt,0.0157300958289356
037.txt,250.txt,0.0311441455008086
037.txt,251.txt,0.0245039063165559
037.txt,252.txt,0.0380178520748356
037.txt,253.txt,0.0068414868434149
037.txt,254.txt,0.022428456006593
037.txt,255.txt,0.0139741067639154
037.txt,256.txt,0.0192613535857645
037.txt,257.txt,0.0162946826424993
037.txt,258.txt,0.0426708545962003
037.txt,259.txt,0.0049040496475245
037.txt,260.txt,0.0198936521718811
037.txt,261.txt,0.0151275826174374
037.txt,262.txt,0.0365025213449861
037.txt,263.txt,0.0088813634677493
037.txt,264.txt,0.0454438625182389
038.txt,039.txt,0.1576168659038399
038.txt,040.txt,0.2049596376665207
038.txt,041.txt,0.0824097044116559
038.txt,042.txt,0.0599724700096648
038.txt,043.txt,0.0475687974478253
038.txt,044.txt,0.0176410722423037
038.txt,045.txt,0.0220586071869813
038.txt,046.txt,0.0324734287302921
038.txt,047.txt,0.050038354334025
038.txt,048.txt,0.0409212105660709
038.txt,049.txt,0.0215396662883647
038.txt,050.txt,0.0646005529496704
038.txt,051.txt,0.070984568381119
038.txt,052.txt,0.0248368380363927
038.txt,053.txt,0.0358782874542976
038.txt,054.txt,0.015951262791221
038.txt,055.txt,0.0954794061663516
038.txt,056.txt,0.0847788441544193
038.txt,057.txt,0.0452041270920953
038.txt,058.txt,0.0725988591785107
038.txt,059.txt,0.0447823654405743
038.txt,060.txt,0.0088136481155094
038.txt,061.txt,0.0909339985485435
038.txt,062.txt,0.0347459343729661
038.txt,063.txt,0.0157753834467402
038.txt,064.txt,0.0481460253328879
038.txt,065.txt,0.0852487006293432
038.txt,066.txt,0.0497612954583663
038.txt,067.txt,0.0817216029085478
038.txt,068.txt,0.0055206910978975
038.txt,069.txt,0.0191258670503634
038.txt,070.txt,0.0267600088258986
038.txt,071.txt,0.0241116401376769
038.txt,072.txt,0.0184273416064739
038.txt,073.txt,0.0567450143185212
038.txt,074.txt,0.0111230632196671
038.txt,075.txt,0.0607990333735805
038.txt,076.txt,0.0259321967334867
038.txt,077.txt,0.0766170109258582
038.txt,078.txt,0.0418643400064943
038.txt,079.txt,0.0074921833497303
038.txt,080.txt,0.061423599144509
038.txt,081.txt,0.0248240282010885
038.txt,082.txt,0.0274549237992433
038.txt,083.txt,0.0381926429034587
038.txt,084.txt,0.036107693609182
038.txt,085.txt,0.1271496304380149
038.txt,086.txt,0.1150608676344902
038.txt,087.txt,0.102488299791978
038.txt,088.txt,0.102488299791978
038.txt,089.txt,0.0770732485484775
038.txt,090.txt,0.0601646726795015
038.txt,091.txt,0.0969707609513944
038.txt,092.txt,0.038735612056184
038.txt,093.txt,0.020493403858831
038.txt,094.txt,0.0595722597885404
038.txt,095.txt,0.0260749338171761
038.txt,096.txt,0.0654371339834124
038.txt,097.txt,0.0267220103881544
038.txt,098.txt,0.0810331266835772
038.txt,099.txt,0.0055911939140724
038.txt,100.txt,0.0816663001034671
038.txt,101.txt,0.0233272765909787
038.txt,102.txt,0.0389196181345158
038.txt,103.txt,0.0406624152667789
038.txt,104.txt,0.0364884869573511
038.txt,105.txt,0.0352899901374563
038.txt,106.txt,0.0406390557654659
038.txt,107.txt,0.0124417800272526
038.txt,108.txt,0.0208093045131228
038.txt,109.txt,0.0128220716215423
038.txt,110.txt,0.0316217196595504
038.txt,111.txt,0.0779177608334743
038.txt,112.txt,0.0437903053147188
038.txt,113.txt,0.0205781557087266
038.txt,114.txt,0.0432756052886568
038.txt,115.txt,0.0119032658900067
038.txt,116.txt,0.0284849157610817
038.txt,117.txt,0.0233448029989883
038.txt,118.txt,0.099118107629999
038.txt,119.txt,0.0245191672769472
038.txt,120.txt,0.0150437874100043
038.txt,121.txt,0.0633477290534484
038.txt,122.txt,0.0374100594867362
038.txt,123.txt,0.1085815753094273
038.txt,124.txt,0.0751124965473886
038.txt,125.txt,0.064067652293934
038.txt,126.txt,0.0127955289605277
038.txt,127.txt,0.0767508890512374
038.txt,128.txt,0.0523591336520988
038.txt,129.txt,0.0459322522907962
038.txt,130.txt,0.0149269283780653
038.txt,131.txt,0.0052512520709459
038.txt,132.txt,0.076104388354951
038.txt,133.txt,0.0536011664963076
038.txt,134.txt,0.0380905265841703
038.txt,135.txt,0.0194169843669893
038.txt,136.txt,0.0064477578517114
038.txt,137.txt,0.0561746257449238
038.txt,138.txt,0.0614301559363162
038.txt,139.txt,0.0289534550769998
038.txt,140.txt,0.0243982116640066
038.txt,141.txt,0.0671402948461489
038.txt,142.txt,0.0589243718714633
038.txt,143.txt,0.021807682049514
038.txt,144.txt,0.0548736505804334
038.txt,145.txt,0.031792474530334
038.txt,146.txt,0.0260377091706232
038.txt,147.txt,0.0838254015998567
038.txt,148.txt,0.0287973986362218
038.txt,149.txt,0.0468434841471312
038.txt,150.txt,0.0155701417159942
038.txt,151.txt,0.0382346805532429
038.txt,152.txt,0.0216417801507018
038.txt,153.txt,0.0689462454520759
038.txt,154.txt,0.0411618016653231
038.txt,155.txt,0.066609780115336
038.txt,156.txt,0.037451876451748
038.txt,157.txt,0.0311718021686859
038.txt,158.txt,0.028059107626577
038.txt,159.txt,0.0490399967705608
038.txt,160.txt,0.0137500166505657
038.txt,161.txt,0.028059107626577
038.txt,162.txt,0.0361054956709798
038.txt,163.txt,0.056127653740715
038.txt,164.txt,0.056127653740715
038.txt,165.txt,0.0255244394980733
